incident_id,application_id,opened_date,resolved_date,priority,severity,incident_category,caused_by_change,sla_breached,business_impact_hours
INC00686,APP003,2025-12-31,2026-01-03,1,Major,Change-related,Y,N,11.0
INC00687,APP037,2026-04-21,2026-05-12,3,Low,Change-related,N,N,1.0
INC00688,APP029,2025-10-10,2025-10-18,3,Low,Data,N,Y,1.5
INC00689,APP032,2025-08-23,2025-09-05,3,Low,Access,N,N,2.3
INC00690,APP004,2026-03-28,2026-03-30,4,Medium,Access,N,N,0.9
INC00691,APP004,2026-03-31,2026-04-02,1,Low,Performance,N,Y,10.0
INC00692,APP028,2026-03-18,2026-03-19,3,Low,Security,Y,Y,0.3
INC00693,APP012,2025-10-22,2025-10-23,3,Medium,Data,N,N,1.9
INC00694,APP001,2025-07-24,2025-07-26,4,Medium,Access,Y,Y,2.0
INC00695,APP022,2025-09-29,2025-10-01,4,Low,Change-related,N,Y,0.5
INC00696,APP039,2025-11-04,2025-11-07,3,Low,Security,N,Y,2.8
INC00697,APP018,2026-01-26,2026-02-03,3,Low,Data,N,Y,2.5
INC00698,APP032,2025-11-07,2025-11-15,3,Medium,Security,N,Y,2.0
INC00699,APP015,2025-08-06,2025-08-07,3,Medium,Change-related,N,Y,0.6
INC00700,APP021,2025-09-24,2025-09-27,4,Low,Access,N,N,2.6
INC00701,APP017,2025-08-25,2025-09-02,4,Medium,Availability,N,Y,0.4
INC00702,APP003,2026-02-26,2026-02-27,3,Medium,Availability,N,Y,0.3
INC00703,APP005,2025-11-01,2025-11-06,3,Low,Security,N,N,1.8
INC00704,APP003,2026-06-05,2026-06-07,4,Medium,Security,N,Y,1.7
INC00705,APP010,2025-12-22,2025-12-25,4,Medium,Access,N,Y,2.7
INC00706,APP004,2026-01-17,2026-01-20,3,Medium,Performance,N,N,0.6
INC00707,APP029,2025-07-13,2025-07-14,4,Medium,Integration,N,N,0.5
INC00708,APP036,2025-12-10,2025-12-18,1,Major,Data,Y,Y,8.8
INC00709,APP021,2026-01-06,2026-01-06,1,High,Availability,N,Y,7.0
INC00710,APP025,2026-04-17,2026-04-18,2,Major,Integration,Y,Y,8.0
INC00711,APP031,2026-04-19,2026-04-22,3,Low,Data,N,N,1.5
INC00712,APP017,2025-12-24,2026-01-06,4,Low,Performance,N,N,2.6
INC00713,APP015,2025-09-12,2025-09-13,3,Low,Access,N,N,2.2
INC00714,APP028,2025-12-01,2025-12-04,2,Low,Security,N,N,1.9
INC00715,APP023,2025-10-15,2025-10-23,4,Low,Data,N,N,2.9
INC00716,APP030,2026-01-03,2026-01-11,3,Medium,Security,N,Y,0.7
INC00717,APP013,2026-04-18,2026-04-26,2,Medium,Data,N,N,7.9
INC00718,APP014,2026-01-18,2026-01-18,2,Low,Access,N,Y,2.8
INC00719,APP022,2026-04-09,2026-04-17,4,Low,Performance,N,Y,2.1
INC00720,APP025,2026-04-17,2026-04-20,3,Medium,Security,N,N,2.3
INC00721,APP013,2025-09-16,2025-09-29,3,Medium,Change-related,N,N,0.9
INC00722,APP040,2026-03-29,2026-03-29,3,Medium,Change-related,Y,Y,0.1
INC00723,APP004,2025-12-17,2025-12-22,4,Low,Performance,N,Y,0.9
INC00724,APP005,2026-01-02,2026-01-07,3,Low,Data,N,N,0.5
INC00725,APP020,2025-08-21,2025-08-22,4,Medium,Performance,N,Y,1.6
INC00726,APP040,2026-01-26,2026-01-31,2,Low,Security,N,Y,11.7
INC00727,APP010,2026-02-13,2026-02-13,2,High,Data,N,N,6.0
INC00728,APP002,2026-04-27,2026-05-02,3,Low,Integration,N,N,2.7
INC00729,APP032,2026-04-17,2026-04-22,3,Medium,Access,Y,Y,0.4
INC00730,APP020,2026-01-18,2026-01-19,4,Medium,Security,N,N,2.1
INC00731,APP006,2025-12-29,2026-01-11,3,Medium,Integration,N,Y,1.1
INC00732,APP017,2025-10-07,2025-10-28,3,Medium,Data,N,Y,0.2
INC00733,APP016,2025-12-04,2025-12-12,3,Low,Availability,N,N,3.0
INC00734,APP030,2026-06-03,2026-06-08,2,Major,Performance,Y,Y,4.0
INC00735,APP013,2026-02-26,2026-02-26,3,Low,Security,N,N,1.1
INC00736,APP033,2026-02-03,2026-02-08,3,Medium,Access,N,N,0.6
INC00737,APP019,2025-11-14,2025-11-17,2,Major,Change-related,N,Y,0.8
INC00738,APP009,2025-08-24,2025-08-25,3,Low,Availability,N,N,2.4
INC00739,APP006,2025-08-08,2025-08-08,1,Medium,Change-related,Y,Y,7.2
INC00740,APP030,2026-05-20,2026-05-21,4,Medium,Availability,N,Y,2.8
INC00741,APP006,2025-10-04,2025-10-04,2,Major,Data,N,Y,1.1
INC00742,APP006,2026-01-15,2026-02-05,3,Medium,Data,N,N,3.0
INC00743,APP039,2025-10-04,2025-10-04,3,Low,Performance,Y,Y,0.5
INC00744,APP013,2025-11-12,2025-11-17,2,High,Security,Y,Y,2.7
INC00745,APP021,2025-10-25,2025-11-02,2,Medium,Integration,N,N,3.0
INC00746,APP017,2025-12-24,2026-01-14,3,Medium,Security,N,N,2.3
INC00747,APP005,2025-08-01,2025-08-03,2,Major,Integration,N,Y,8.3
INC00748,APP029,2025-07-07,2025-07-08,4,Low,Integration,N,N,2.0
INC00749,APP005,2026-04-18,2026-04-23,3,Low,Access,N,N,1.5
INC00750,APP032,2025-12-08,2025-12-10,3,Medium,Integration,N,Y,2.1
INC00751,APP027,2026-02-24,2026-03-01,4,Low,Data,N,N,0.5
INC00752,APP025,2026-01-31,2026-02-01,4,Low,Data,N,N,1.1
INC00753,APP028,2026-06-04,2026-06-05,4,Medium,Performance,Y,Y,1.2
INC00754,APP010,2025-11-16,2025-11-16,3,Low,Data,N,N,2.5
INC00755,APP036,2025-11-20,2025-11-23,2,Low,Data,N,Y,6.1
INC00756,APP004,2025-12-28,2025-12-29,4,Low,Security,N,N,0.9
INC00757,APP016,2026-03-23,2026-03-25,4,Low,Data,Y,N,1.9
INC00758,APP022,2026-05-19,2026-05-27,3,Medium,Integration,N,N,0.8
INC00759,APP024,2025-09-04,2025-09-17,3,Medium,Availability,N,N,1.3
INC00760,APP014,2025-12-15,2025-12-20,3,Low,Change-related,N,N,1.0
INC00761,APP022,2025-10-08,2025-10-13,4,Medium,Security,N,Y,1.5
INC00762,APP031,2025-07-10,2025-07-11,3,Low,Change-related,N,N,1.0
INC00763,APP034,2026-03-09,2026-03-12,3,Medium,Data,N,Y,2.4
INC00764,APP018,2025-09-12,2025-09-12,3,Low,Performance,N,N,0.0
INC00765,APP023,2026-05-14,2026-05-15,3,Low,Access,N,N,1.8
INC00766,APP035,2025-10-11,2025-10-13,4,Medium,Access,Y,N,2.7
INC00767,APP034,2026-03-16,2026-03-24,3,Low,Security,Y,N,0.8
INC00768,APP010,2025-11-29,2025-12-07,1,Low,Availability,N,N,9.4
INC00769,APP010,2026-02-14,2026-03-07,3,Medium,Integration,N,N,0.3
INC00770,APP018,2026-02-19,2026-03-04,3,Low,Performance,N,N,2.9
INC00771,APP008,2025-07-27,2025-08-17,4,Low,Access,N,N,2.5
INC00772,APP025,2026-04-08,2026-04-11,1,Medium,Data,N,N,7.6
INC00773,APP003,2026-05-26,2026-05-26,3,Medium,Security,N,N,0.2
INC00774,APP005,2025-09-10,2025-09-15,2,High,Security,N,Y,9.2
INC00775,APP023,2025-12-21,2025-12-23,2,Major,Data,N,Y,6.5
INC00776,APP026,2025-09-18,2025-09-19,3,Medium,Data,N,Y,2.3
INC00777,APP017,2025-10-25,2025-11-02,2,Major,Availability,N,N,1.0
INC00778,APP015,2025-10-28,2025-10-29,4,Low,Access,N,N,2.0
INC00779,APP002,2026-03-19,2026-04-01,4,Medium,Security,N,N,0.2
INC00780,APP013,2026-04-28,2026-04-29,1,Low,Availability,N,Y,7.2
INC00781,APP024,2026-03-18,2026-03-19,4,Low,Performance,N,N,0.0
INC00782,APP040,2025-11-22,2025-11-27,3,Low,Performance,N,N,0.8
INC00783,APP013,2025-12-15,2025-12-23,4,Medium,Security,N,N,0.1
INC00784,APP039,2026-05-30,2026-06-07,3,Medium,Performance,Y,Y,1.2
INC00785,APP007,2025-10-14,2025-10-19,2,Medium,Change-related,N,N,4.7
INC00786,APP004,2026-05-28,2026-05-31,3,Medium,Integration,Y,N,0.0
INC00787,APP012,2025-12-18,2025-12-26,2,Low,Security,N,N,11.8
INC00788,APP039,2025-09-23,2025-10-06,4,Low,Change-related,N,Y,1.8
INC00789,APP001,2025-07-16,2025-07-16,3,Low,Availability,N,N,1.1
INC00790,APP037,2025-09-20,2025-09-22,2,High,Security,N,N,9.0
INC00791,APP024,2025-08-08,2025-08-08,3,Low,Change-related,Y,Y,0.9
INC00792,APP017,2026-02-19,2026-02-21,4,Medium,Security,Y,N,0.5
INC00793,APP008,2025-08-14,2025-08-27,3,Low,Access,Y,N,1.7
INC00794,APP005,2025-09-17,2025-09-20,2,Low,Availability,Y,N,5.5
INC00795,APP030,2026-01-28,2026-01-28,2,Major,Security,Y,N,8.7
INC00796,APP031,2025-10-12,2025-10-12,4,Low,Change-related,N,Y,2.1
INC00797,APP001,2026-05-29,2026-06-03,1,Low,Integration,N,Y,8.7
INC00798,APP004,2025-11-24,2025-11-29,3,Low,Change-related,N,N,0.5
INC00799,APP024,2026-04-09,2026-04-14,3,Low,Data,N,N,1.2
INC00800,APP030,2025-12-25,2025-12-26,4,Low,Security,N,N,2.9
INC00801,APP006,2026-05-05,2026-05-06,3,Low,Access,N,N,2.3
INC00802,APP011,2025-07-22,2025-07-23,3,Low,Integration,N,N,0.4
INC00803,APP014,2026-01-19,2026-01-22,2,Major,Integration,Y,Y,7.1
INC00804,APP017,2026-04-08,2026-04-09,3,Medium,Security,N,N,0.4
INC00805,APP024,2026-04-07,2026-04-28,4,Low,Performance,N,N,1.2
INC00806,APP007,2025-10-24,2025-11-06,3,Medium,Change-related,N,N,0.0
INC00807,APP033,2025-08-25,2025-08-26,3,Low,Performance,N,N,2.5
INC00808,APP035,2026-05-23,2026-05-24,2,Major,Availability,Y,N,1.9
INC00809,APP012,2025-08-06,2025-08-09,2,Major,Data,N,N,0.6
INC00810,APP039,2025-12-01,2025-12-06,3,Medium,Access,N,N,1.8
INC00811,APP031,2026-05-22,2026-05-22,3,Low,Availability,N,N,1.1
INC00812,APP017,2026-02-28,2026-03-08,4,Medium,Data,N,N,1.5
INC00813,APP002,2026-01-11,2026-01-14,1,Major,Data,N,Y,1.5
INC00814,APP007,2026-02-18,2026-02-23,3,Medium,Integration,N,Y,1.0
INC00815,APP036,2026-02-17,2026-02-20,2,Major,Availability,N,Y,11.3
INC00816,APP029,2025-08-05,2025-08-18,3,Low,Security,N,N,2.0
INC00817,APP004,2025-11-07,2025-11-28,3,Low,Performance,N,N,2.6
INC00818,APP003,2025-11-26,2025-12-04,3,Medium,Security,N,Y,0.6
INC00819,APP032,2025-11-05,2025-11-13,1,High,Change-related,N,Y,4.0
INC00820,APP015,2025-12-22,2026-01-04,4,Medium,Security,N,N,2.8
INC00821,APP008,2025-08-21,2025-08-22,2,Major,Data,N,N,9.6
INC00822,APP028,2025-07-11,2025-07-16,3,Medium,Data,N,Y,0.8
INC00823,APP036,2026-02-02,2026-02-02,2,Medium,Security,N,N,5.1
INC00824,APP016,2025-09-09,2025-09-10,2,Major,Integration,N,Y,5.6
INC00825,APP035,2026-01-08,2026-01-21,3,Medium,Change-related,N,N,1.2
INC00826,APP036,2025-07-21,2025-07-22,2,Medium,Performance,N,Y,4.8
INC00827,APP033,2025-07-07,2025-07-15,2,Medium,Integration,Y,N,10.6
INC00828,APP009,2025-12-11,2025-12-24,4,Medium,Performance,N,N,1.4
INC00829,APP007,2025-09-27,2025-10-18,3,Medium,Performance,N,N,0.4
INC00830,APP005,2026-03-02,2026-03-03,3,Medium,Performance,N,N,1.1
INC00831,APP015,2025-11-12,2025-11-20,3,Medium,Change-related,N,N,0.1
INC00832,APP024,2026-01-17,2026-01-19,3,Medium,Data,N,N,2.6
INC00833,APP011,2025-11-01,2025-11-04,3,Low,Change-related,Y,N,1.8
INC00834,APP027,2025-08-03,2025-08-04,3,Medium,Access,N,N,0.8
INC00835,APP022,2025-12-03,2025-12-08,4,Low,Change-related,N,N,1.5
INC00836,APP038,2026-04-13,2026-04-14,4,Low,Access,Y,N,1.5
INC00837,APP022,2026-03-30,2026-03-31,3,Low,Security,N,N,2.6
INC00838,APP039,2026-03-20,2026-03-22,2,High,Integration,N,N,11.7
INC00839,APP013,2025-12-19,2025-12-27,3,Low,Access,N,N,2.0
INC00840,APP040,2025-09-10,2025-09-13,4,Medium,Security,N,N,1.6
INC00841,APP021,2025-10-13,2025-11-03,4,Medium,Availability,N,N,0.7
INC00842,APP039,2026-05-21,2026-05-22,4,Low,Access,N,N,1.5
INC00843,APP018,2026-04-17,2026-04-22,3,Medium,Access,Y,N,0.4
INC00844,APP025,2026-04-08,2026-04-08,4,Medium,Performance,N,N,1.4
INC00845,APP036,2026-04-25,2026-05-16,4,Low,Performance,N,Y,2.9
INC00846,APP032,2026-05-01,2026-05-04,2,Low,Access,Y,Y,2.6
INC00847,APP024,2025-07-28,2025-07-28,1,Medium,Availability,N,Y,9.5
INC00848,APP028,2025-10-13,2025-10-21,1,Major,Availability,Y,N,11.7
INC00849,APP018,2025-11-23,2025-11-25,3,Medium,Integration,N,N,1.1
INC00850,APP016,2025-09-16,2025-09-21,1,Medium,Change-related,N,Y,9.8
INC00851,APP025,2025-10-13,2025-10-13,3,Medium,Availability,N,N,0.4
INC00852,APP016,2026-01-25,2026-01-28,2,High,Performance,N,N,1.7
INC00853,APP016,2025-12-05,2025-12-13,3,Low,Performance,N,Y,2.5
INC00854,APP027,2026-02-13,2026-02-21,3,Low,Availability,N,Y,2.6
INC00855,APP032,2026-02-09,2026-03-02,4,Low,Access,Y,N,1.5
INC00856,APP025,2026-02-12,2026-02-17,3,Medium,Security,Y,N,2.5
INC00857,APP025,2025-09-25,2025-09-27,4,Medium,Access,N,N,0.8
INC00858,APP019,2025-10-27,2025-11-09,3,Medium,Security,N,N,2.1
INC00859,APP029,2025-07-12,2025-07-17,3,Low,Data,Y,N,1.3
INC00860,APP029,2026-02-03,2026-02-05,2,Medium,Performance,N,N,11.0
INC00861,APP017,2026-03-03,2026-03-04,2,High,Change-related,Y,N,4.7
INC00862,APP015,2025-08-16,2025-08-17,3,Medium,Integration,Y,N,0.2
INC00863,APP017,2026-02-17,2026-02-18,2,Low,Access,N,Y,5.2
INC00864,APP011,2026-03-24,2026-03-24,2,Major,Integration,N,N,6.8
INC00865,APP028,2025-09-24,2025-09-25,2,Major,Availability,Y,N,9.9
INC00866,APP012,2026-03-31,2026-04-03,2,Medium,Security,N,Y,6.6
INC00867,APP012,2025-11-03,2025-11-08,4,Medium,Change-related,N,N,2.4
INC00868,APP033,2026-03-16,2026-03-24,4,Medium,Performance,Y,N,0.5
INC00869,APP009,2025-11-01,2025-11-06,4,Low,Data,N,N,0.5
INC00870,APP008,2025-11-05,2025-11-10,2,Major,Availability,N,Y,0.5
INC00871,APP030,2026-03-28,2026-04-05,4,Low,Integration,N,N,2.8
INC00872,APP023,2026-05-07,2026-05-15,3,Low,Integration,N,Y,1.5
INC00873,APP032,2025-09-03,2025-09-05,4,Medium,Integration,N,N,0.3
INC00874,APP027,2026-01-12,2026-01-17,3,Medium,Access,N,Y,2.3
INC00875,APP014,2026-02-08,2026-02-09,4,Low,Change-related,N,N,2.4
INC00876,APP026,2025-11-03,2025-11-04,2,Low,Access,N,N,5.9
INC00877,APP030,2026-01-07,2026-01-20,4,Medium,Data,Y,Y,2.8
INC00878,APP007,2025-11-29,2025-12-04,3,Low,Data,N,Y,1.8
INC00879,APP023,2026-03-20,2026-03-20,3,Low,Availability,N,N,0.6
INC00880,APP033,2025-09-23,2025-09-23,1,High,Security,N,Y,0.8
INC00881,APP014,2026-05-19,2026-05-19,3,Low,Data,N,N,1.4
INC00882,APP040,2025-12-15,2025-12-15,3,Medium,Data,N,N,2.3
INC00883,APP003,2026-04-07,2026-04-28,3,Medium,Performance,N,N,2.0
INC00884,APP029,2026-05-22,2026-05-23,3,Medium,Availability,N,N,1.2
INC00885,APP003,2025-07-23,2025-07-24,3,Medium,Data,N,N,2.4
INC00886,APP010,2026-02-04,2026-02-07,3,Medium,Availability,Y,Y,2.6
INC00887,APP017,2026-03-05,2026-03-07,4,Low,Performance,N,Y,0.2
INC00888,APP030,2025-12-23,2025-12-28,3,Low,Access,N,N,2.0
INC00889,APP034,2025-09-18,2025-10-09,3,Low,Change-related,N,Y,2.4
INC00890,APP028,2026-03-05,2026-03-26,3,Low,Data,N,Y,2.9
INC00891,APP020,2025-11-09,2025-11-10,2,High,Change-related,N,Y,5.8
INC00892,APP010,2025-08-20,2025-09-10,3,Low,Data,N,N,1.7
INC00893,APP020,2025-08-11,2025-08-24,3,Medium,Change-related,N,Y,1.3
INC00894,APP028,2025-09-17,2025-09-17,3,Low,Access,Y,N,0.7
INC00895,APP032,2026-01-19,2026-01-27,3,Low,Change-related,N,N,0.7
INC00896,APP011,2025-12-20,2025-12-22,2,Low,Change-related,Y,Y,1.4
INC00897,APP001,2025-09-15,2025-09-28,3,Medium,Change-related,N,Y,0.0
INC00898,APP012,2025-07-17,2025-07-19,2,Medium,Security,Y,Y,2.4
INC00899,APP020,2025-12-17,2025-12-22,2,Major,Availability,Y,Y,9.6
INC00900,APP026,2026-03-09,2026-03-14,2,Medium,Integration,Y,N,2.1
INC00901,APP030,2026-05-07,2026-05-08,4,Medium,Data,N,N,0.9
INC00902,APP026,2025-12-21,2026-01-03,3,Low,Access,N,N,2.0
INC00903,APP026,2026-01-31,2026-02-02,4,Low,Security,N,Y,0.7
INC00904,APP010,2025-09-18,2025-09-18,1,Major,Performance,Y,N,2.0
INC00905,APP005,2025-11-22,2025-11-27,4,Medium,Security,N,N,1.2
INC00906,APP036,2026-04-27,2026-04-29,3,Low,Security,Y,N,0.5
INC00907,APP013,2025-12-24,2025-12-24,2,Medium,Data,N,N,5.8
INC00908,APP026,2025-12-13,2025-12-18,3,Low,Security,N,N,2.6
INC00909,APP012,2025-07-04,2025-07-05,4,Low,Data,Y,N,2.6
INC00910,APP022,2025-09-14,2025-09-15,1,High,Integration,N,N,10.9
INC00911,APP012,2026-01-30,2026-01-30,1,Medium,Security,N,N,4.4
INC00912,APP007,2026-03-05,2026-03-26,4,Medium,Performance,N,N,2.0
INC00913,APP033,2025-11-18,2025-12-09,3,Medium,Data,Y,N,2.9
INC00914,APP038,2026-04-07,2026-04-20,3,Medium,Access,N,Y,1.2
INC00915,APP005,2026-02-28,2026-03-08,4,Low,Integration,N,N,2.5
INC00916,APP015,2026-02-16,2026-02-16,3,Medium,Security,N,N,0.8
INC00917,APP034,2025-10-26,2025-10-29,1,High,Data,Y,N,1.0
INC00918,APP005,2025-11-18,2025-12-09,3,Low,Availability,N,N,2.0
INC00919,APP032,2026-04-24,2026-05-02,2,Medium,Change-related,Y,Y,11.1
INC00920,APP025,2026-04-14,2026-04-15,3,Medium,Availability,N,Y,1.0
INC00921,APP016,2026-03-03,2026-03-04,1,Medium,Performance,N,N,5.3
INC00922,APP028,2025-10-13,2025-10-18,3,Medium,Change-related,N,N,3.0
INC00923,APP036,2026-05-24,2026-05-25,2,Major,Change-related,Y,Y,1.3
INC00924,APP018,2025-09-30,2025-10-03,2,Medium,Availability,N,Y,6.0
INC00925,APP040,2025-11-20,2025-11-25,4,Medium,Access,N,N,2.4
INC00926,APP035,2025-11-06,2025-11-07,3,Medium,Performance,N,N,0.5
INC00927,APP035,2025-10-08,2025-10-13,3,Medium,Access,N,N,0.3
INC00928,APP033,2026-01-23,2026-01-24,2,Low,Change-related,Y,Y,10.1
INC00929,APP032,2026-04-12,2026-04-20,4,Low,Security,N,Y,2.7
INC00930,APP003,2026-02-17,2026-02-22,2,Medium,Availability,N,N,5.3
INC00931,APP001,2025-12-09,2025-12-10,4,Medium,Change-related,Y,N,1.6
INC00932,APP008,2026-04-30,2026-05-03,2,Medium,Availability,Y,N,3.3
INC00933,APP035,2026-02-03,2026-02-04,3,Medium,Access,N,N,0.8
INC00934,APP025,2025-09-17,2025-09-25,3,Medium,Integration,N,Y,1.5
INC00935,APP020,2026-01-25,2026-01-27,1,Medium,Performance,Y,Y,11.2
INC00936,APP039,2026-05-03,2026-05-08,4,Medium,Availability,N,N,1.0
INC00937,APP008,2025-10-02,2025-10-03,3,Medium,Availability,N,N,2.5
INC00938,APP036,2026-04-04,2026-04-05,4,Low,Integration,N,Y,2.7
INC00939,APP003,2025-12-07,2025-12-15,4,Medium,Security,N,N,2.2
INC00940,APP009,2025-08-05,2025-08-10,2,Major,Availability,N,Y,5.9
INC00941,APP024,2026-01-24,2026-01-27,3,Medium,Integration,N,Y,1.0
INC00942,APP012,2026-05-29,2026-05-30,4,Medium,Data,N,N,2.1
INC00943,APP011,2026-03-18,2026-03-21,2,Major,Security,N,Y,6.2
INC00944,APP016,2025-07-31,2025-08-08,3,Medium,Change-related,N,N,0.4
INC00945,APP038,2026-01-27,2026-01-30,4,Low,Performance,Y,N,1.3
INC00946,APP039,2026-03-12,2026-03-12,1,Low,Integration,N,N,8.4
INC00947,APP037,2025-10-03,2025-10-04,4,Medium,Performance,Y,Y,3.0
INC00948,APP003,2025-08-06,2025-08-07,3,Medium,Access,Y,N,0.0
INC00949,APP014,2025-08-26,2025-08-26,4,Low,Availability,N,Y,1.3
INC00950,APP010,2026-05-28,2026-06-02,4,Low,Data,N,N,1.6
INC00951,APP018,2026-02-13,2026-02-14,3,Medium,Data,N,Y,2.6
INC00952,APP016,2026-03-08,2026-03-11,3,Low,Availability,N,Y,1.3
INC00953,APP011,2025-08-01,2025-08-01,4,Low,Integration,N,Y,1.2
INC00954,APP019,2025-09-11,2025-09-12,3,Low,Change-related,Y,N,2.4
INC00955,APP034,2025-08-03,2025-08-08,3,Low,Security,N,N,0.6
INC00956,APP018,2026-03-02,2026-03-05,4,Medium,Data,N,N,2.7
INC00957,APP002,2025-10-29,2025-11-06,3,Medium,Integration,N,Y,0.8
INC00958,APP024,2026-03-25,2026-03-26,3,Low,Change-related,N,N,1.2
INC00959,APP005,2026-04-17,2026-04-18,4,Medium,Access,N,Y,2.3
INC00960,APP036,2026-05-11,2026-06-01,3,Medium,Security,N,N,0.0
INC00961,APP002,2025-12-15,2026-01-05,4,Low,Integration,N,Y,1.4
INC00962,APP012,2025-08-25,2025-09-02,3,Low,Security,N,N,0.6
INC00963,APP026,2026-05-05,2026-05-10,3,Medium,Data,N,N,0.6
INC00964,APP016,2025-12-14,2025-12-16,1,Medium,Data,N,N,6.2
INC00965,APP028,2026-04-14,2026-04-14,1,Major,Integration,N,Y,5.2
INC00966,APP003,2025-10-13,2025-11-03,3,Medium,Availability,N,N,0.4
INC00967,APP014,2025-10-20,2025-10-20,3,Low,Availability,N,Y,3.0
INC00968,APP038,2026-02-16,2026-02-17,4,Low,Performance,Y,Y,2.4
INC00969,APP039,2026-04-01,2026-04-03,4,Medium,Data,N,N,0.5
INC00970,APP001,2026-03-08,2026-03-10,4,Low,Access,Y,Y,1.5
INC00971,APP015,2026-04-21,2026-04-29,3,Low,Access,N,N,2.1
INC00972,APP002,2025-08-19,2025-08-19,4,Low,Performance,N,Y,0.7
INC00973,APP003,2025-09-30,2025-10-01,2,High,Performance,N,N,1.2
INC00974,APP029,2025-10-24,2025-10-24,3,Medium,Security,N,N,1.9
INC00975,APP020,2026-02-07,2026-02-07,2,High,Data,N,Y,2.5
INC00976,APP003,2026-03-30,2026-04-02,2,Major,Availability,N,Y,1.3
INC00977,APP027,2025-08-25,2025-08-26,3,Low,Security,N,N,0.5
INC00978,APP039,2026-03-30,2026-04-01,3,Low,Data,N,N,2.5
INC00979,APP029,2025-11-20,2025-11-22,3,Medium,Performance,N,N,1.1
INC00980,APP035,2026-02-24,2026-02-25,4,Medium,Availability,N,N,2.1
INC00981,APP008,2026-04-13,2026-04-14,3,Medium,Integration,N,N,2.6
INC00982,APP009,2025-11-01,2025-11-22,4,Medium,Performance,Y,N,1.6
INC00983,APP006,2025-11-10,2025-12-01,3,Medium,Change-related,N,Y,1.3
INC00984,APP014,2025-09-10,2025-09-12,4,Medium,Integration,N,N,1.3
INC00985,APP028,2026-05-21,2026-05-26,3,Low,Performance,N,N,0.1
INC00986,APP001,2025-07-14,2025-07-14,4,Medium,Availability,N,Y,2.3
INC00987,APP038,2025-08-11,2025-08-12,2,Low,Change-related,Y,N,9.5
INC00988,APP035,2026-05-28,2026-05-28,3,Medium,Access,N,N,2.0
INC00989,APP033,2026-05-27,2026-05-30,3,Low,Performance,Y,N,2.4
INC00990,APP039,2026-04-22,2026-04-25,3,Low,Integration,Y,Y,0.5
INC00991,APP019,2026-03-14,2026-03-14,3,Low,Data,N,Y,1.5
INC00992,APP030,2025-07-14,2025-07-14,1,Major,Security,N,Y,4.8
INC00993,APP022,2025-08-15,2025-09-05,3,Low,Integration,N,N,1.1
INC00994,APP008,2025-10-29,2025-11-01,3,Medium,Access,N,N,0.1
INC00995,APP020,2025-09-26,2025-10-04,4,Medium,Integration,Y,N,1.4
INC00996,APP027,2025-10-15,2025-11-05,3,Low,Integration,N,Y,2.3
INC00997,APP034,2025-10-03,2025-10-03,2,Medium,Change-related,Y,Y,10.5
INC00998,APP017,2026-03-28,2026-04-02,2,Major,Access,N,Y,6.8
INC00999,APP031,2026-03-13,2026-03-15,4,Medium,Data,N,N,1.9
INC01000,APP026,2025-11-15,2025-11-16,3,Medium,Security,N,N,2.0
